OBJECTID,PA_MCPI,POINT_X,POINT_Y,POINT_X_SP,POINT_Y_SP
390,005177035000,-77.35634125,39.0516464,11807699.9652083,7068067.49208334
391,005177127000,-77.35632547,39.0514304,11807705.4270833,7067988.88312501
392,005177218000,-77.35628641,39.05118004,11807717.656875,7067897.84208333
393,005177360000,-77.35623853,39.05228223,11807726.250625,7068299.41895834
394,005177396000,-77.35622163,39.05330014,11807726.4295833,7068670.19166666
395,005177482000,-77.35620138,39.05295925,11807733.7275,7068546.11520833
396,005177504000,-77.35616089,39.05077936,11807755.1170833,7067752.3625
397,005177668000,-77.35614251,39.05256301,11807752.2427083,7068402.015625
398,005178124000,-77.35594562,39.05133454,11807813.7283333,7067955.31791666
399,005178194000,-77.35596763,39.05322418,11807798.9035417,7068643.42520833
400,005178237000,-77.35591333,39.05164897,11807821.4714583,7068069.94333333
401,005178254000,-77.3559522,39.05218774,11807807.9877083,7068266.02
402,005178262000,-77.35593655,39.05241025,11807811.4214583,7068347.11166666
403,005178380000,-77.35586137,39.05289886,11807830.5522917,7068525.32229167
404,005178445000,-77.3558751,39.05193869,11807831.0125,7068175.59020834
405,005178806000,-77.35573791,39.05083541,11807874.98,7067774.27375001
406,005178892000,-77.35571844,39.05316745,11807869.9222917,7068623.64749999
407,005179377000,-77.35553098,39.05282488,11807924.7095833,7068499.550625
408,005179536000,-77.35548876,39.05164601,11807942.05,7068070.36583333
409,005179626000,-77.35546789,39.05139365,11807949.12375,7067978.53583333
410,005179708000,-77.35540353,39.05089129,11807969.6822917,7067795.80666667
411,005179769000,-77.3553726,39.0525884,11807970.758125,7068413.98645833
412,005179789000,-77.35537036,39.05310908,11807969.0283333,7068603.62229167
413,005179817000,-77.35536523,39.0511453,11807979.4033333,7067888.44979167
414,005179943000,-77.35533843,39.05186309,11807983.754375,7068149.95895833
415,005179960000,-77.35530446,39.05234755,11807991.2022917,7068326.513125
416,005180152000,-77.35522186,39.05209221,11808015.8164583,7068233.815625
417,005180890000,-77.35497722,39.05310026,11808080.70875,7068601.80270833
418,005181795000,-77.35469027,39.05326809,11808161.4289583,7068663.939375
419,005181959000,-77.35466422,39.05232092,11808173.1297917,7068319.08208333
420,005182485000,-77.35443511,39.05305754,11808234.8425,7068588.16416667
421,005183198000,-77.35425258,39.05336611,11808285.2722917,7068701.18854167
422,005183796000,-77.35576532,39.0530179,11807857.2891667,7068569.01729167
423,005184123000,-77.35384832,39.05133238,11808409.3152083,7067961.95874999
424,005184215000,-77.35384837,39.05108763,11808410.4139583,7067872.82145834
425,005184334000,-77.35378578,39.05157074,11808425.991875,7068048.98791666
426,005184407000,-77.35376717,39.05084768,11808434.5635417,7067785.72437499
427,005184543000,-77.35368301,39.05182271,11808454.0295833,7068141.11645833
428,005184941000,-77.35351955,39.05257792,11808497.0114583,7068416.73708333
429,005184943000,-77.35351312,39.05263865,11808498.5610417,7068438.87875
430,005185038000,-77.35351518,39.05250008,11808498.6072917,7068388.40291667
431,005185046000,-77.35350101,39.05269837,11808501.7283333,7068460.67083333
432,005185048000,-77.35348852,39.05275799,11808505.0045833,7068482.42625
433,005185051000,-77.3534728,39.05283295,11808509.126875,7068509.781875
434,005185154000,-77.35345103,39.05293682,11808514.83625,7068547.6875
435,005185157000,-77.35343532,39.05301179,11808518.9575,7068575.0475
436,005185259000,-77.35342282,39.0530714,11808522.2345833,7068596.80208333
437,005185262000,-77.35340708,39.05314637,11808526.3647917,7068624.16041666
438,005185367000,-77.35336219,39.05327692,11808538.51625,7068671.86354166
439,005185431000,-77.35335553,39.05231196,11808544.7985417,7068320.45999999
440,005185569000,-77.35330519,39.05333726,11808554.4272917,7068694.04062501
441,005185630000,-77.35326942,39.052277,11808569.4083333,7068308.03166667
442,005185671000,-77.35325852,39.05338547,11808567.4633333,7068711.76333334
443,005185744000,-77.35331854,39.05188347,11808557.2527083,7068164.53937501
444,005185814000,-77.35329178,39.05104487,11808568.6641667,7067859.22479166
445,005185821000,-77.35329381,39.05129018,11808566.9722917,7067948.558125
446,005185829000,-77.35319972,39.05225093,11808589.3222917,7068298.78541666
447,005186028000,-77.35312995,39.05222468,11808609.2541667,7068289.47395833
448,005186107000,-77.35315642,39.05083454,11808608.0622917,7067783.10354167
449,005186142000,-77.35310978,39.05257577,11808613.3816667,7068417.40895833
450,005186229000,-77.35307661,39.05146955,11808627.8345833,7068014.65000001
451,005186250000,-77.35305691,39.05282366,11808627.269375,7068507.87354167
452,005186327000,-77.35304221,39.05219167,11808634.3191667,7068277.76395833
453,005186337000,-77.35305547,39.05171127,11808632.7395833,7068102.75895834
454,005186441000,-77.35302178,39.0525417,11808638.5270833,7068405.31291667
455,005186549000,-77.35296773,39.05279423,11808652.726875,7068497.47395833
456,005186562000,-77.35296528,39.0531467,11808651.8177083,7068625.84729166
457,005186626000,-77.35292274,39.05214673,11808668.4491667,7068261.82020834
458,005186640000,-77.35295201,39.05251545,11808658.4589583,7068396.00104167
459,005186748000,-77.35289639,39.05277069,11808673.0927083,7068489.15416667
460,005186761000,-77.35287556,39.05311711,11808677.43,7068615.38916667
461,005186839000,-77.35288224,39.0524892,11808678.3910417,7068386.68875
462,005186925000,-77.352835,39.05211373,11808693.5147917,7068250.111875
463,005186948000,-77.35282505,39.05274715,11808693.4583333,7068480.83354166
464,005186960000,-77.35280421,39.05309358,11808697.7975,7068607.07250001
465,005187038000,-77.35279502,39.0524564,11808703.3072917,7068375.05
466,005187124000,-77.35276523,39.05208748,11808713.4460417,7068240.79958333
467,005187147000,-77.35273533,39.05271755,11808719.07,7068470.37166667
468,005187159000,-77.35273287,39.05307005,11808718.1647917,7068598.75624999
469,005187323000,-77.35269546,39.05206123,11808733.3783333,7068231.48833333
470,005187359000,-77.35266152,39.05304652,11808738.5325,7068590.43979166
471,005187409000,-77.3524726,39.05069959,11808802.8625,7067736.38312501
472,005187436000,-77.35266343,39.05243408,11808740.7758333,7068367.388125
473,005187522000,-77.35260772,39.05202822,11808758.4439583,7068219.779375
474,005187529000,-77.35347953,39.05209829,11808510.5570833,7068242.20166667
475,005187545000,-77.35260809,39.05268792,11808755.3366667,7068460.03208333
476,005187635000,-77.35257622,39.05240127,11808765.6908333,7068355.74895833
477,005187658000,-77.3525718,39.05301693,11808764.145,7068579.9825
478,005187834000,-77.35250644,39.05237504,11808785.6245833,7068346.44416666
479,005187844000,-77.35251612,39.05266393,11808781.5633333,7068451.62125
480,005187866000,-77.35250359,39.05326107,11808782.40125,7068669.14020833
481,005188044000,-77.35244248,39.05264516,11808802.558125,7068445.04666667
482,005188056000,-77.352443,39.052979,11808800.89125,7068566.62708333
483,005188065000,-77.35241101,39.05323778,11808808.7972917,7068660.98666666
484,005188133000,-77.35241729,39.05234758,11808811.0666667,7068336.75979167
485,005188243000,-77.35236885,39.05262639,11808823.5533333,7068438.47208333
486,005188255000,-77.35235164,39.05295544,11808826.9414583,7068558.37020834
487,005188264000,-77.35233717,39.05321951,11808829.8479167,7068654.59375
488,005188442000,-77.35229521,39.05260762,11808844.5485417,7068431.89791666
489,005188455000,-77.35227806,39.05293654,11808847.9222917,7068551.75041667
490,005188464000,-77.35226333,39.05320124,11808850.8983333,7068648.20083334
491,005188502000,-77.35219636,39.05074018,11808881.1241667,7067752.14791666
492,005188527000,-77.35227067,39.05150068,11808856.5570833,7068028.85041666
493,005188642000,-77.35220312,39.05258351,11808870.8091667,7068423.44541667
494,005188654000,-77.35220448,39.05291765,11808868.901875,7068545.12895833
495,005188720000,-77.35236201,39.05126919,11808831.6733333,7067944.2175
496,005188763000,-77.35217158,39.05317709,11808877.0629167,7068639.73104167
497,005188953000,-77.35211196,39.05289389,11808895.281875,7068536.80416666
498,005189424000,-77.35195986,39.05210802,11808942.0547917,7068251.14041667
499,005189515000,-77.35212647,39.05104468,11808899.5845833,7067863.291875
