OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
1112,R8,2023,NV,ZMAP-1990-0022,Z2000-0042,1995/05/03 04:00:00+00,R8  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6703.548008,1158590.277,1112,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
1113,PDH4,2023,,ZMAP-1987-0035, ,1989/10/17 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,17085.09061,7064582.917,1113,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1114,PDH4,2023,, , ,1900/01/01 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2236.851439,311537.0316,1114,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1115,PDH4,2023,,ZMAP-1989-0039, ,1990/06/19 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4620.370953,1211739.592,1115,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1116,PDH4,2023,,ZMAP-1997-0008, ,1998/04/01 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6894.744102,1592764.691,1116,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1117,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2500.344701,285504.6235,1117,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
1118,C1,1972,NV, , ,1900/01/01 05:00:00+00,C1    1972,2023_0004,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/02/22 05:00:00+00,12826.7897,2967563.15,1118,Commercial,Commercial primarily retail and personal services. C1 is under 1972 ordinance and is only within the Route 28 Tax District.,C1
1119,R16,2023,28,ZMAP-1986-0029, ,1988/10/16 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6098.369355,1847600.481,1119,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1120,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7874.145198,1286161.607,1120,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1121,CR2,2023,, , ,1900/01/01 05:00:00+00,CR2   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8482.032475,1227769.04,1121,Countryside Residential-2,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 20,000 square feet served by public water/sewer in cluster/complact cluster options.",CR2
1122,R8,2023,,ZMAP-1999-0023, ,2002/01/22 05:00:00+00,R8  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6746.96218,2787560.748,1122,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
1123,MRHI,2023,,ZMAP-1990-0009, ,1992/05/19 04:00:00+00,MRHI  2023,2015_0015,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8766.473028,3483873.142,1123,Mineral Resource/Heavy Industry,Diabase resource extraction operations (quarries) co-located with compatible heavy industrial uses. Specific use limitations for stone quarry operations. Also recognized for future beneficial uses consistent with the General Plan.,MRHI
1124,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2888.873724,449061.2112,1124,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1125,PDIP,1972,NV, , ,1900/01/01 05:00:00+00,PDIP  1972,2021_0013,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2021/06/11 04:00:00+00,9249.85745,450600.4783,1125,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
1126,CCSC,2023,,ZMAP-1994-0012,Z2001-0008,1996/03/20 04:00:00+00,CCSC 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6715.170741,1822804.824,1126,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
1127,PDH4,2023,,ZMAP-1995-0007, ,1996/10/16 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,13119.90082,7069594.704,1127,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1128,IP,2023,,ZMAP-1994-0012, ,1996/03/20 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1438.300829,108465.2671,1128,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1129,R16,2023,28,ZMAP-1992-0004, ,1993/01/16 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5075.780036,1143351.893,1129,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1130,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,26643.75163,22256704.98,1130,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
1131,PDH6,2023,,ZMAP-1994-0012, ,1996/03/20 04:00:00+00,PDH6  2023,2021_0019,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,10979.6434,5165193.459,1131,Planned Development Housing-6,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 6 units per acre.,PDH6
1132,IP,2023,,ZMAP-1994-0012, ,1996/03/20 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,15625.58872,4900792.976,1132,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1133,CR1,2023,NV, , ,1900/01/01 05:00:00+00,CR1  2023,2015_0032,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,23283.46124,17589746.83,1133,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
1134,PDH3,1972,NV,ZMAP-1984-0090, ,1984/11/05 05:00:00+00,PDH3  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,40101.79659,53622697.33,1134,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
1135,R4,2023,,ZMAP-1999-0005, ,2000/03/03 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4189.475327,1151705.682,1135,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1136,R4,2023,,ZMAP-1988-0250, ,1989/06/05 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7455.371184,2254794.343,1136,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
1137,R8,2023,NV,ZMAP-2014-0002,,2015/02/11 05:00:00+00,R8  2023,2018_0041,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3595.82698,572562.0254,1137,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
1138,OP,2023,,ZMAP-1986-0400, ,1988/05/16 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2037.268913,258601.55,1138,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1139,PDH4,2023,NV,ZMAP-1984-0007, ,1985/12/02 05:00:00+00,PDH4  2023,2019_0039,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,49282.30712,62426103.91,1139,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1140,PDH4,2023,,ZMAP-1996-0003, ,1998/04/15 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,16381.43723,14741021.64,1140,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1141,CCCC,2023,,ZMAP-1997-0009, ,2004/12/21 05:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4362.966335,939660.8679,1141,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
1142,IP,2023,28,ZRTD-2011-0014, ,2013/05/08 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1104.394097,23463.30969,1142,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1143,OP,2023,,ZMAP-1986-0033, ,1990/10/16 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9180.466891,959538.9465,1143,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
1144,IP,2023,NV,ZMAP-1984-0007, ,1985/12/02 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9992.706505,3288526.979,1144,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
1145,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,13064.01427,4687926.309,1145,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
1146,PDH4,2023,, , ,1900/01/01 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4026.536217,336994.2426,1146,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
1147,R16,2023,28,ZMAP-1992-0004, ,1993/01/06 05:00:00+00,R16  2023,2022_0001,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6876.273884,2896819.996,1147,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
1148,A10,2023,,ZMAP-1987-0021,Z2000-0004,1988/07/05 04:00:00+00,A10   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,10989.52915,7245280.95,1148,Agriculture,Agriculture and low density residential development with a maximum density of one unit per 10 acres. Rural hamlet options.,A10
1149,MRHI,2023,,ZMAP-1999-0004,Z2001-0015,2001/06/04 04:00:00+00,MRHI  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6814.170603,2330898.342,1149,Mineral Resource/Heavy Industry,Diabase resource extraction operations (quarries) co-located with compatible heavy industrial uses. Specific use limitations for stone quarry operations. Also recognized for future beneficial uses consistent with the General Plan.,MRHI
1150,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2516.390548,261598.127,1150,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
