OBJECTID,PA_TYPE,PA_UNITS,PA_PLAT_NUM,PA_PLAT_LOT,PA_LEGAL_ACRE,PA_SUBD_NAME,PA_SUBD_PHASE,PA_SUBD_SECT,PA_SUBD_BLOCK,PA_LEGAL_SQFT,PA_UPD_DATE,PA_MCPI,SHAPE_Length,SHAPE_Area
464,P,0, , ,0.219,EXETER, ,9, ,9583.2,,1.87E+11,389.6766202,9490.002029
465,P,0, , ,0.259,PROSPECT HILLS, ,2A, ,11325.6,,2.31E+11,445.8247405,11275.06667
466,P,0, , ,0.319,PROSPECT HILLS, ,1D,A,13939.2,,2.31E+11,521.8974586,14962.2974
467,P,0, , ,0.23,PROSPECT HILLS, ,1B,B,10018.8,,2.31E+11,414.4277876,10708.28647
468,P,0, , ,0.23,EXETER, ,9, ,10018.8,,2.30E+11,458.433003,9915.827938
469,P,0, , ,0.33,PROSPECT HILLS, ,1D, ,14374.8,,2.31E+11,478.842228,14028.82729
470,P,0, , ,0.219,EXETER, ,5, ,9583.2,,1.87E+11,460.800016,9805.790497
471,P,0, , ,0.239,EXETER, ,9, ,10454.4,,2.30E+11,417.4923311,10464.2293
472,P,0, , ,0.27,EXETER, ,9, ,11761.2,,1.87E+11,463.0999054,11938.6698
473,P,0, , ,0.27,EXETER, ,9, ,11761.2,,2.30E+11,430.8851442,12079.11549
474,P,0, , ,0.239,EXETER, ,9, ,10454.4,,1.87E+11,422.3440667,10539.31488
475,P,0, , ,0.27,EXETER, ,9, ,11761.2,,2.30E+11,422.3122939,11639.21679
476,P,0, , ,0.23,EXETER, ,9, ,10018.8,,1.87E+11,415.9410586,10115.81146
477,P,0, , ,0.2,EXETER, ,9, ,8712,,2.30E+11,375.4027684,8490.225407
478,P,0, , ,10.479,ALEXANDER DIVISION, , , ,456508.8,,2.40E+11,3041.134118,419428.7084
479,P,0, , ,10,COURTLAND HILLS, ,2, ,435600,,2.80E+11,3259.762511,470288.2483
480,P,0, , ,3,COURTLAND HILLS, ,1, ,130680,,2.80E+11,1682.023222,133943.8253
481,P,0, , ,3,COURTLAND HILLS, ,1, ,130680,,2.80E+11,1625.873517,133805.434
482,P,0, , ,0.189,EXETER, ,9, ,8276.4,,2.30E+11,363.7093094,8423.372128
483,P,0, , ,3,COURTLAND HILLS, ,1, ,130680,,2.80E+11,1730.642509,141667.3853
484,P,0, , ,0.239,EXETER, ,9, ,10454.4,,2.30E+11,419.2391662,10607.03396
485,P,0, , ,10.38,ALEXANDER DIVISION, , , ,452152.8,,2.40E+11,2683.231374,432433.4192
486,P,0, , ,0.239,EXETER, ,9, ,10454.4,,2.30E+11,408.6169446,10660.37424
487,P,0, , ,0.219,STUART BOWMAN LOTS, , , ,9583.2,,4.88E+11,407.1586309,9632.337373
488,P,0, , ,0.219,STUART BOWMAN LOTS, , , ,9583.2,,4.88E+11,401.2477246,9278.690354
489,P,0, , ,0.15,TOWN OF PURCELLVILLE, , , ,6534,,4.88E+11,350.290829,6445.700122
490,P,0, , ,4.9,BALL DIVISION, , , ,213444,,5.23E+11,1934.166208,217805.4729
491,P,0, , ,5, , , , ,217800,,2.40E+11,2053.818238,220003.2726
492,P,0, , ,0.2,EXETER, ,9, ,8712,,2.30E+11,377.3308359,8815.018963
493,P,0, , ,0.119,EXETER, ,7, ,5227.2,,1.87E+11,310.0065182,5435.48226
494,P,0, , ,3.009,BALL DIVISION, , , ,131115.6,,5.23E+11,1859.553906,133433.9739
495,P,0, ,2,8.06,MCMANAMAY FAMILY SUBDIVISION, , , ,351093.6,,2.81E+11,2683.186521,352080.9604
496,P,0, , ,0.899, , , , ,39204,,5.23E+11,796.7123877,39376.29633
497,P,0, , ,0.409,TOWN OF PURCELLVILLE, , ,5,17859.6,,4.88E+11,549.417193,17308.99642
498,P,0, , ,0.1,TOWN OF PURCELLVILLE, , ,2,4356,,4.88E+11,292.8028187,3801.056337
499,P,0, , ,0.33,TOWN OF PURCELLVILLE, , , ,14374.8,,4.88E+11,466.5152143,13508.96235
